point_est,ci_lower,ci_upper
0.9044688107352905,0.45196607634037844,1.3569715451302025
1.122708963117024,0.5407754468651318,1.704642479368916
1.3349419451530602,0.8551969817421791,1.8146869085639414
0.8851043061398479,0.5201165457184161,1.2500920665612796
0.7835601928609394,0.2941033254373103,1.2730170602845683
0.5714921855413427,-0.057141370143314885,1.2001257412260005
0.9147555942247412,0.4341735485176105,1.395337639931872
1.3097700832318044,0.8307737565470088,1.7887664099166
0.5892619080446045,0.06437459892359376,1.1141492171656153
0.8009841216722896,0.24343303588108545,1.3585352074634938
1.1788877001023181,0.6364130756588502,1.721362324545786
0.8793646003245841,0.21035842988028375,1.5483707707688845
0.8746559574768562,0.35975892398465914,1.3895529909690532
1.0150759506689206,0.5163245681315842,1.513827333206257
0.971619904874083,0.4598394783472477,1.4834003314009183
0.8601519665777919,0.31921281111859523,1.4010911220369886
1.0012973827227658,0.4572527890304493,1.5453419764150822
0.8792860882414042,0.42574555194958963,1.3328266245332188
1.0876941795684016,0.7068637194227152,1.468524639714088
1.0911607253626294,0.5815655160323712,1.6007559346928877
0.8240398113694718,0.33116221882909047,1.3169174039098532
0.4946962469635069,-0.04386933295671813,1.033261826883732
0.9822347769009752,0.5100404207052984,1.454429133096652
1.2311244949787428,0.7377406542557874,1.7245083357016981
1.058028677305108,0.5792057903155634,1.5368515642946525
0.774908728218949,0.333887410191127,1.215930046246771
0.7420045695372539,0.2750180655745647,1.2089910734999432
0.8947140932864879,0.44356576029274636,1.3458624262802295
0.8670928357876109,0.4138290034305802,1.3203566681446415
0.772380001000805,0.37709244193008434,1.1676675600715256
1.2205253008728658,0.7858726759199244,1.6551779258258073
1.0331237219411291,0.5263322728821384,1.53991517100012
1.0572090026120708,0.5362516930154779,1.5781663122086638
0.18945893862349275,-0.2488616499680019,0.6277795272149874
1.0897864618365123,0.6276482891248454,1.5519246345481792
1.4149244220306036,0.9006569750374677,1.9291918690237395
1.4557916142742358,0.8620609729277664,2.049522255620705
0.940356025996897,0.400507707769841,1.480204344223953
1.0135324417149953,0.5745199897713593,1.4525448936586314
1.3453910231152273,0.8982974440897751,1.7924846021406795
1.050387474939966,0.5333253628176838,1.567449587062248
1.0938945237942834,0.5663100492948722,1.6214789982936946
1.0857080997150432,0.5846009467835102,1.5868152526465762
1.2853376733487054,0.8960362291661279,1.674639117531283
1.1134450450134197,0.5644434467021985,1.6624466433246408
1.019479309746601,0.6322962099293201,1.406662409563882
1.3915613348977476,0.7391059915449331,2.044016678250562
1.032408433569121,0.511422998936184,1.553393868202058
1.4163666943226874,0.8140245749447295,2.0187088137006453
1.1341018134914114,0.6490789653170714,1.6191246616657513
1.219619402529164,0.7687697785545555,1.6704690265037725
0.4617722163463037,0.10865161459848055,0.8148928180941268
0.9554286363040968,0.508331428760021,1.4025258438481725
1.1796044832965062,0.6369846762321371,1.7222242903608755
1.304537078822112,0.8065661164943626,1.8025080411498613
1.2761424719898753,0.8268750564267919,1.7254098875529587
0.81596091519593,0.3864445334538973,1.2454772969379626
0.8736074283087417,0.394432489538964,1.3527823670785195
1.0471049368699223,0.5895285596879778,1.504681314051867
1.3312639325224436,0.8944843206714743,1.7680435443734128
0.8947024074394396,0.439098163451938,1.3503066514269413
0.7587680448437425,0.26005835502615454,1.2574777346613304
0.8988019101109546,0.4993031165983937,1.2983007036235155
0.7933447604934178,0.3173305536145547,1.269358967372281
1.0640227205220667,0.5325363676128031,1.5955090734313302
1.1417949930835687,0.6717237017541609,1.6118662844129765
1.1066033329978653,0.5316693502583815,1.6815373157373492
0.6924909355917619,0.3172322193582021,1.0677496518253218
1.1537202028257552,0.676227022252428,1.6312133833990823
1.212730668383654,0.714921610702914,1.7105397260643942
1.3610758093800484,0.7113796285422036,2.010771990217893
1.380090564453382,0.9574587357327244,1.8027223931740397
0.9609020030522365,0.4223662899515296,1.4994377161529435
1.2026902523087566,0.6756647225760236,1.7297157820414895
0.5227896752420839,-0.005735317652645011,1.0513146681368126
1.048144657578168,0.6177397077739404,1.4785496073823958
1.066761517904665,0.5647005568465113,1.5688224789628187
0.6805728484486705,0.16415359864728674,1.1969920982500541
0.8614972695719834,0.46098645594547494,1.262008083198492
0.6898494168369742,0.22254031653994577,1.1571585171340026
0.7144184995502662,0.15703205865739045,1.271804940443142
0.8323459994017921,0.36008142291209566,1.3046105758914885
1.114321085150929,0.6478266605929041,1.580815509708954
1.3081927053418572,0.8075449651228036,1.8088404455609108
0.8351286007938445,0.3256742124985732,1.3445829890891159
0.45021353649756435,-0.10089401467831016,1.0013210876734389
1.305357912806103,0.7755313225814683,1.8351845030307379
0.8600446314404027,0.3900808785771428,1.3300083843036625
1.2850426286763044,0.8792864614283626,1.690798795924246
0.8928845521956502,0.3430258378993297,1.4427432664919708
0.9345309551920323,0.43399431079013606,1.4350675995939286
1.3178319972150654,0.8499608309236149,1.785703163506516
0.9317297040033093,0.38562764711373876,1.47783176089288
1.061308014727292,0.61396646027715,1.508649569177434
0.9312559736807233,0.4345603441505043,1.4279516032109423
1.515268156476976,0.9566039043620622,2.07393240859189
0.8401436023856607,0.288252424450985,1.3920347803203363
1.386705759561018,0.9023238043407006,1.8710877147813352
0.6729889333189235,0.2955551499831663,1.0504227166546807
0.9429023371889287,0.3307121381670156,1.5550925362108416
